index date   ,name,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,FOOD,BREAD & CEREALS,MEAT,FISH,"MILK, CHEESE & EGGS",OILS & FATS,FRUIT,VEGETABLES INCLUDING POTATOES AND TUBERS,"SUGAR, JAM, SYRUPS, CHOCOLATE AND CONFECTIONERY",FOOD PRODUCTS (NEC),NON-ALCOHOLIC BEVERAGES,"COFFEE, TEA & COCOA","MINERAL WATERS, SOFT DRINKS AND JUICES",ALCOHOLIC BEVERAGES AND TOBACCO,ALCOHOLIC BEVERAGES,SPIRITS,WINE,BEER,TOBACCO,CLOTHING AND FOOTWEAR,CLOTHING,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS",ACTUAL RENTALS FOR HOUSING,OOH,REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,WATER SUPPLY,SEWERAGE COLLECTION,"ELECTRICITY, GAS AND OTHER FUELS",ELECTRICITY,GAS,LIQUID FUELS,SOLID FUELS,COUNCIL TAX AND OTHER RATES,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE","FURNITURE, FURNISHINGS & CARPETS",FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,"HOUSEHOLD APPLIANCES, FITTING AND REPAIRS",MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,REPAIR OF HOUSEHOLD APPLIANCES,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,GOODS AND SERVICES FOR ROUTINE MAINTENANCE,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,HEALTH,"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",PHARMACEUTICAL PRODUCTS,OTHER MEDICAL & THERAPEUTIC EQUIPMENT,OUT-PATIENT SERVICES,MEDICAL SERVICES AND PARAMEDICAL SERVICES,DENTAL SERVICES,HOSPITAL SERVICES,TRANSPORT,PURCHASE OF VEHICLES,MOTOR CYCLES AND BICYCLES,NEW CARS,SECOND-HAND CARS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,SPARE PARTS & ACCESSORIES,FUELS & LUBRICANTS,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,TRANSPORT SERVICES,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,PASSENGER TRANSPORT BY AIR,PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,COMMUNICATION,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECREATION & CULTURE,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,DATA PROCESSING EQUIPMENT,RECORDING MEDIA,REPAIR OF AUDIO-VISUAL & RELATED PRODUCTS,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,MAJOR DURABLES FOR IN/OUTDOOR RECREATION,"OTHER RECREATIONAL ITEMS, GARDENS & PETS",GAMES TOYS AND HOBBIES,EQUIPMENT FOR SPORT & OPEN-AIR RECREATION,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND CULTURAL SERVICES,RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,"BOOKS, NEWSPAPERS AND STATIONERY",BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",PACKAGE HOLIDAY,EDUCATION,RESTAURANTS AND HOTELS,CATERING SERVICES,RESTAURANTS & CAFES,CANTEENS,ACCOMMODATION SERVICES,MISCELLANEOUS GOODS AND SERVICES,PERSONAL CARE,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,PERSONAL EFFECTS (NEC),JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,SOCIAL PROTECTION,INSURANCE,HOUSE CONTENTS INSURANCE,HEALTH INSURANCE,TRANSPORT INSURANCE,FINANCIAL SERVICES (NEC),OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC)
200801,Jan-08,84.100,79.072,79.340,80.334,77.079,76.392,90.638,80.181,73.723,83.199,72.592,81.830,77.346,72.538,78.858,67.197,81.190,76.622,80.506,88.905,58.759,105.759,105.571,106.821,96.581,82.825,107.685,85.223,83.363,91.661,84.057,77.052,94.666,76.327,77.950,74.376,63.139,65.071,56.162,113.397,67.499,89.317,82.926,82.641,83.444,81.259,91.927,89.617,88.642,98.066,84.654,75.888,80.397,80.007,84.505,81.860,91.123,88.712,94.960,86.521,89.306,83.518,69.610,81.056,97.228,79.827,88.645,114.965,86.640,87.262,93.608,80.703,86.216,57.404,70.671,78.442,50.097,64.259,83.636,53.779,85.682,95.067,179.407,174.670,434.845,229.770,115.846,90.238,81.105,81.105,99.473,110.938,95.037,91.744,78.979,76.756,76.921,76.700,77.556,84.016,71.778,79.467,78.185,53.835,80.317,79.608,79.023,85.412,85.594,88.719,90.681,85.603,92.427,78.824,72.670,94.494,78.795,67.180,107.040,63.136,54.105,109.674,109.674,85.228
200802,Feb-08,84.597,79.449,79.590,80.940,77.812,75.766,91.811,79.909,71.647,83.781,72.448,82.323,78.673,75.944,79.624,67.982,82.047,77.701,80.707,91.098,59.495,105.824,105.449,106.810,95.470,80.864,109.149,86.140,83.358,91.733,84.377,77.532,94.719,76.327,77.950,74.376,69.664,71.958,63.214,113.596,67.818,89.317,84.055,84.251,84.768,83.837,94.734,89.304,88.269,98.149,85.762,76.216,80.783,80.849,84.428,81.913,91.069,88.777,94.778,86.644,89.532,83.543,69.723,81.448,97.391,80.158,89.099,114.565,86.718,86.896,93.759,80.922,85.703,58.443,70.997,78.660,52.923,64.828,82.351,53.779,84.287,95.260,179.472,173.707,428.333,227.362,117.411,90.322,81.176,81.176,98.633,108.293,96.863,93.786,79.251,76.768,77.007,76.674,79.961,92.150,71.795,79.760,78.484,53.835,80.583,79.964,79.365,85.908,85.263,88.998,91.207,85.816,93.065,79.852,73.745,95.453,78.885,67.359,109.069,63.136,53.709,109.513,109.513,85.300
200803,Mar-08,84.921,79.782,79.917,81.774,78.115,74.358,92.798,79.798,71.569,83.566,73.360,82.207,79.056,75.431,80.251,68.019,81.817,77.592,80.806,89.838,59.674,106.243,105.860,107.085,97.228,83.283,109.635,86.292,83.371,91.835,84.563,77.804,94.766,76.327,77.950,74.376,70.291,71.958,63.214,129.733,68.066,89.317,85.771,87.963,90.096,82.257,94.565,89.570,88.570,98.187,86.825,76.338,80.955,80.966,84.665,82.110,91.361,89.158,94.977,86.937,89.985,83.685,69.788,82.359,97.188,79.880,89.135,113.946,87.959,86.638,96.061,81.277,85.902,59.817,70.921,79.022,57.433,63.140,82.237,53.861,84.156,94.849,176.218,172.962,426.441,213.298,115.852,90.436,81.240,81.240,97.673,106.620,97.668,92.613,79.223,76.857,77.015,76.806,80.375,92.212,72.269,80.422,78.708,53.835,80.936,80.313,79.721,86.180,85.647,89.363,91.524,86.253,93.339,81.508,75.208,97.574,78.975,67.400,111.384,63.136,52.996,109.716,109.716,85.442
200804,Apr-08,85.588,80.813,81.070,82.611,79.303,77.493,92.664,79.393,73.854,85.541,74.040,82.097,79.176,74.860,80.558,70.081,85.258,81.649,83.400,94.461,60.971,106.133,105.665,106.863,97.277,83.547,110.158,87.265,84.644,92.061,84.703,77.839,95.075,81.262,82.358,79.789,72.125,73.470,64.490,143.410,68.275,92.565,84.706,85.840,86.904,83.643,93.320,89.500,88.466,98.343,86.742,76.152,80.821,80.430,84.950,82.469,91.422,89.059,95.211,87.158,90.296,83.822,70.463,82.741,97.129,78.817,89.168,113.912,89.109,87.381,98.147,81.359,86.523,59.456,71.448,79.415,54.715,66.884,82.495,57.358,84.108,95.340,174.468,169.899,413.845,208.153,116.430,90.853,81.718,81.718,98.918,109.067,98.139,92.560,78.938,77.911,77.722,78.044,79.743,89.852,72.340,80.452,79.265,53.835,81.876,81.327,80.816,86.388,86.096,89.969,91.975,86.704,93.790,81.903,75.655,97.869,79.374,67.315,109.752,64.368,53.057,111.204,111.204,85.792
200805,May-08,86.069,82.176,82.561,83.635,82.179,78.926,93.667,82.344,74.409,87.580,74.187,82.599,79.575,76.587,80.599,70.429,86.241,83.551,84.083,94.783,60.974,106.079,105.508,106.612,98.748,83.583,110.876,87.465,84.738,92.286,84.554,77.480,95.271,81.262,82.358,79.789,72.640,73.470,64.490,155.649,69.667,92.565,85.882,88.232,88.816,87.659,93.772,89.389,88.283,98.703,86.526,75.879,82.069,82.417,85.475,82.587,91.199,88.652,95.182,87.804,90.303,85.061,70.632,84.128,97.143,79.835,89.353,113.423,91.202,87.421,102.091,81.834,86.607,60.978,71.313,79.629,59.873,65.274,82.413,57.358,84.019,95.338,173.361,168.906,409.403,206.202,115.839,91.138,81.772,81.772,98.505,107.969,98.610,92.391,79.493,77.806,77.907,77.786,80.870,93.168,73.146,79.952,79.618,53.835,82.181,81.621,81.109,86.679,86.482,90.130,92.177,87.075,93.932,82.253,76.015,98.208,79.816,67.666,109.208,64.368,53.806,110.897,110.897,86.096
200806,Jun-08,86.574,83.935,84.551,86.114,84.813,76.291,95.825,87.888,78.940,88.894,74.432,84.074,79.616,76.754,80.605,70.355,85.968,82.459,84.513,93.966,61.008,104.569,103.873,104.889,97.703,83.699,110.288,87.631,84.805,92.473,84.774,77.690,95.505,81.262,82.358,79.789,72.948,73.470,64.490,162.461,71.109,92.565,87.813,92.969,95.193,87.042,92.278,89.977,88.901,99.105,85.784,76.254,82.644,82.824,86.253,82.764,91.245,88.523,95.415,88.002,90.468,85.290,70.909,85.576,96.710,81.069,89.349,111.896,93.814,87.628,107.121,82.274,86.590,62.330,71.044,79.465,63.421,70.500,82.909,57.358,84.557,95.632,173.212,165.613,397.178,205.917,117.934,91.375,81.859,81.859,99.581,109.122,99.299,93.346,80.609,77.778,77.977,77.706,80.232,89.960,73.582,80.260,80.191,53.835,82.371,81.844,81.359,86.639,86.448,90.209,92.232,87.435,93.876,81.905,76.393,96.275,80.173,66.817,104.167,64.368,54.137,111.365,111.366,86.392
200807,Jul-08,86.608,84.604,85.223,87.564,87.230,77.599,95.961,87.832,75.554,89.200,74.736,85.759,80.263,78.687,80.904,70.065,85.178,82.009,84.054,91.810,60.989,101.173,100.122,100.843,96.507,84.883,109.531,87.846,84.953,92.640,85.739,78.358,96.947,81.262,82.358,79.789,73.358,73.470,64.637,170.719,71.846,92.565,85.081,86.800,87.232,86.712,91.317,89.146,87.878,99.534,85.499,75.832,83.308,83.885,86.528,83.425,91.562,88.965,95.604,88.147,90.668,85.383,72.092,87.254,96.492,82.293,89.600,110.551,94.474,87.409,108.273,82.602,86.624,67.089,71.331,80.170,76.577,76.731,82.304,57.358,83.900,94.955,169.205,163.943,395.045,205.518,112.489,91.472,81.655,81.655,97.289,104.663,99.579,92.312,81.209,78.077,78.296,77.995,80.664,91.113,73.471,80.760,80.808,53.835,82.740,82.117,81.629,86.937,87.461,90.507,92.577,87.757,94.229,80.917,75.624,94.783,80.576,66.743,101.905,65.732,54.390,112.495,112.495,86.440
200808,Aug-08,87.081,85.687,86.382,88.830,88.110,79.973,96.649,87.493,78.822,89.381,76.046,86.903,80.775,80.550,81.051,70.278,85.782,83.374,84.180,92.457,60.991,102.601,101.640,102.507,96.061,85.168,110.293,88.511,85.073,92.812,86.336,79.130,97.251,81.262,82.358,79.789,77.316,76.615,72.070,144.750,72.638,92.565,85.787,87.298,87.845,86.832,92.241,90.358,89.261,99.636,86.151,76.247,84.273,85.756,86.580,83.515,91.744,89.263,95.663,88.191,90.756,85.384,72.121,87.330,95.989,84.005,89.787,108.376,92.187,87.700,103.251,82.993,86.690,71.098,71.359,80.638,85.050,94.842,82.428,57.358,84.035,95.336,167.633,164.404,376.722,197.390,113.255,91.688,82.001,82.001,98.513,106.697,100.817,92.391,81.323,78.284,78.441,78.234,79.932,89.421,72.774,80.889,81.908,53.835,82.811,82.327,81.829,87.252,86.601,90.663,93.098,87.945,94.869,81.828,76.604,95.574,80.717,66.192,101.602,65.732,53.605,112.170,112.170,86.486
200809,Sep-08,87.461,85.431,86.281,88.710,88.851,80.373,96.405,87.256,76.823,89.182,75.897,87.270,79.358,79.769,79.457,70.238,85.518,82.768,84.102,92.250,61.071,104.832,104.141,105.102,98.137,85.439,110.516,89.849,85.108,92.915,87.241,80.501,97.383,81.262,82.358,79.789,86.635,84.501,84.016,141.041,79.145,92.565,87.144,89.788,90.735,88.039,92.895,90.631,89.537,99.890,87.195,76.526,84.794,86.347,87.052,83.490,91.554,88.637,95.937,88.429,91.037,85.581,72.119,85.075,95.373,86.738,90.094,105.448,91.647,88.323,101.654,83.495,86.972,64.979,70.884,80.591,68.672,80.829,82.249,57.358,83.842,95.882,166.453,162.830,371.022,195.731,112.763,92.305,82.103,82.103,99.637,108.767,100.414,91.616,82.125,79.199,80.689,78.446,80.194,88.769,73.481,81.401,82.357,55.020,83.185,82.635,82.134,87.590,87.426,90.817,92.780,88.139,94.367,83.113,77.095,98.616,81.108,65.776,97.066,65.732,54.462,112.449,112.449,86.729
200810,Oct-08,87.327,85.770,86.609,88.226,87.602,80.945,98.665,85.213,80.872,88.911,76.586,86.800,79.782,81.074,79.643,70.065,84.994,80.008,84.382,93.119,61.087,104.238,103.495,104.382,98.369,85.647,110.308,90.127,85.895,93.230,87.585,80.892,97.646,81.262,82.358,79.789,86.446,85.127,84.162,120.536,86.490,92.565,86.253,88.135,89.201,85.968,91.831,90.298,88.931,101.368,86.734,76.796,84.635,85.775,87.321,83.625,91.440,88.430,95.921,88.406,91.071,85.507,72.540,83.126,94.765,87.217,90.256,103.241,88.831,88.762,95.410,84.000,87.247,63.169,71.036,81.033,64.442,71.083,82.277,57.491,83.859,95.477,161.381,159.729,367.587,191.077,107.246,92.319,82.548,82.548,99.480,107.961,101.858,92.463,82.118,79.534,80.587,79.011,79.888,86.723,73.703,82.007,82.527,58.441,83.393,82.835,82.317,87.953,87.693,90.994,93.668,88.344,95.500,82.488,77.393,95.974,81.405,65.742,97.161,65.725,54.378,112.134,112.134,86.889
200811,Nov-08,87.284,87.004,87.961,88.753,87.636,81.425,99.001,84.439,85.704,92.661,77.265,90.425,80.132,82.446,79.716,69.543,83.488,77.954,83.982,89.633,61.097,104.272,103.578,104.455,98.613,85.778,109.970,90.246,85.892,93.482,88.142,81.757,97.694,81.262,82.358,79.789,86.080,85.127,84.134,110.698,87.246,92.565,86.843,89.307,90.917,85.357,93.208,90.212,88.813,101.489,87.550,76.823,83.857,83.811,87.760,84.087,92.649,90.708,96.003,88.226,90.746,85.463,72.634,80.921,94.214,87.596,90.398,101.261,85.118,88.447,87.528,84.449,87.203,61.772,70.947,81.477,61.276,63.201,82.864,57.491,84.496,95.635,161.086,157.642,347.478,190.932,109.287,92.880,83.407,83.407,99.568,107.457,101.958,93.742,82.782,79.784,80.760,79.302,79.669,85.370,74.019,82.123,82.832,58.441,83.421,82.951,82.443,87.971,87.125,91.447,94.028,88.565,95.910,83.297,77.780,97.720,81.682,65.652,97.254,65.725,54.202,113.109,113.109,86.900
200812,Dec-08,87.061,87.623,88.700,89.708,89.085,79.997,99.891,85.347,83.643,95.304,77.066,91.498,79.855,82.361,79.385,69.415,82.879,78.448,82.281,90.142,61.227,99.884,99.326,99.938,96.945,85.427,104.552,90.249,85.908,93.667,87.224,80.552,97.255,81.262,82.358,79.789,85.633,85.127,84.132,98.480,87.963,92.565,87.095,91.718,93.258,88.035,91.561,88.841,87.221,101.555,84.009,75.135,84.599,84.892,88.179,83.317,90.540,88.240,94.250,88.400,90.933,85.623,72.619,81.525,92.303,86.433,88.542,99.131,82.449,87.278,82.130,84.369,87.978,69.288,71.144,82.624,83.479,67.196,81.192,57.491,82.682,94.812,160.963,155.454,335.568,183.565,112.626,92.748,82.203,82.203,97.160,104.556,98.308,90.793,82.309,79.467,80.721,78.838,78.699,84.218,74.003,80.005,83.116,58.441,83.215,82.796,82.400,86.685,86.582,90.997,92.556,88.363,93.982,81.794,76.257,96.214,81.943,66.114,97.970,65.725,54.704,113.311,113.311,87.228
200901,Jan-09,86.575,87.200,88.191,88.236,88.155,80.349,98.368,86.111,80.527,96.481,78.701,90.628,80.023,84.245,78.935,70.731,85.724,82.032,84.450,93.648,61.551,95.172,94.361,94.672,94.076,85.748,101.220,90.268,85.835,93.706,87.603,81.400,96.992,81.262,82.358,79.789,85.535,84.929,84.126,96.971,89.002,92.565,84.816,86.005,86.370,85.810,88.534,89.099,87.643,100.475,84.203,76.627,84.487,84.839,87.986,83.728,91.546,89.501,94.897,88.845,91.506,85.946,72.449,79.762,91.750,90.196,88.398,97.218,81.146,89.818,79.356,84.032,87.789,65.510,74.663,83.008,60.670,68.640,82.036,57.491,83.592,94.602,154.272,153.983,328.281,179.173,100.684,91.832,82.851,82.851,97.709,105.495,95.169,91.574,83.427,79.360,80.423,78.829,79.887,85.410,75.091,81.303,83.478,58.441,83.230,82.839,82.417,86.969,86.409,91.251,93.628,88.157,95.579,80.710,75.687,93.830,82.784,66.508,98.178,66.202,55.147,113.262,113.262,86.702
200902,Feb-09,87.192,88.630,89.539,90.013,89.648,80.636,99.204,86.274,80.930,99.379,79.400,92.990,82.022,84.089,81.701,71.854,87.759,80.967,86.994,98.114,62.099,95.921,94.839,95.096,95.764,85.762,103.553,90.328,85.805,93.799,88.172,82.389,96.994,81.262,82.358,79.789,85.408,84.929,84.126,91.574,89.057,92.565,86.908,87.671,87.928,87.841,92.034,92.276,91.209,100.520,86.752,76.970,86.685,88.884,87.890,83.931,91.938,89.940,95.224,88.887,91.501,86.032,72.561,80.505,92.101,91.261,88.878,97.254,82.504,88.983,81.986,84.343,87.919,65.592,75.161,82.363,59.420,76.081,81.877,57.491,83.421,95.659,154.576,154.525,331.119,180.945,99.664,92.106,83.025,83.025,99.458,108.143,95.837,93.207,83.776,79.528,80.418,79.087,83.148,94.222,76.132,82.758,83.858,58.441,83.512,83.212,82.763,87.607,86.088,91.711,94.357,88.259,96.570,82.953,77.521,97.104,82.845,67.368,99.203,66.202,56.189,112.635,112.635,86.726
200903,Mar-09,87.305,88.206,88.898,89.810,89.551,79.779,100.120,82.420,78.719,96.751,79.713,92.583,83.099,86.089,82.459,72.016,87.609,83.732,86.036,96.426,62.461,96.947,95.869,96.119,97.437,85.857,104.567,90.014,85.747,93.770,88.271,82.698,96.807,81.262,82.358,79.789,83.120,84.528,80.491,82.623,88.962,92.565,88.714,90.912,91.764,89.229,93.648,94.273,93.456,100.511,86.498,77.469,86.947,89.424,87.805,84.063,92.169,90.123,95.523,88.911,91.550,86.032,72.659,80.891,93.029,88.923,89.184,99.664,82.842,88.914,82.593,84.450,87.997,65.538,74.996,82.502,59.034,76.740,81.694,57.491,83.224,95.737,153.119,156.218,321.632,179.403,97.592,92.025,83.207,83.207,100.180,108.501,98.095,93.499,84.832,79.632,80.455,79.226,82.601,91.639,76.046,83.259,84.229,58.441,83.697,83.407,82.987,87.528,86.209,91.993,94.435,88.236,96.690,84.474,79.323,97.942,82.888,69.858,107.234,66.202,57.312,111.763,111.763,86.766
200904,Apr-09,87.539,87.810,88.537,89.890,89.077,81.375,99.717,84.595,78.420,95.177,79.216,91.560,82.455,84.293,82.216,72.049,87.668,82.329,87.200,95.702,62.478,97.142,96.021,96.340,96.324,86.135,105.015,90.180,86.199,93.833,88.777,83.500,96.917,85.088,86.043,83.732,80.921,80.191,79.674,87.505,88.973,95.095,87.847,88.946,89.983,86.648,92.854,94.089,93.206,100.851,86.871,77.842,86.637,88.979,87.656,84.707,92.619,90.776,95.690,89.441,91.557,87.051,73.533,82.177,94.779,91.878,89.890,102.868,84.604,90.110,85.862,84.595,88.255,65.577,75.179,82.664,58.327,78.775,83.560,63.000,84.765,95.922,152.328,154.946,314.496,179.081,98.035,91.971,83.871,83.871,99.250,106.446,99.580,92.970,84.996,81.108,80.834,81.272,82.205,88.291,76.277,84.430,84.705,58.441,83.927,83.675,83.240,87.931,86.191,92.039,94.370,88.431,96.516,84.358,79.413,97.313,83.299,71.659,110.861,67.263,58.646,111.586,111.586,85.851
200905,May-09,87.911,88.636,89.476,90.089,90.405,81.692,99.669,85.076,82.373,95.706,79.818,91.965,82.505,83.032,82.726,73.186,89.256,84.880,88.796,96.190,63.333,97.479,96.304,96.586,97.379,86.191,105.670,90.028,86.042,93.757,89.066,83.976,96.953,85.088,86.043,83.732,80.130,78.454,79.674,87.631,87.535,95.095,88.702,90.556,91.194,89.543,94.417,93.409,92.431,100.933,88.271,78.040,86.793,89.197,87.739,84.737,92.387,90.476,95.551,89.561,91.636,87.208,73.758,83.416,96.159,92.384,90.491,105.605,85.742,90.504,87.945,84.837,88.327,66.842,75.079,83.153,62.337,78.881,83.576,63.000,84.782,96.199,154.393,159.492,315.597,178.992,99.733,92.052,84.955,84.955,98.779,105.456,100.425,92.673,84.950,81.121,80.844,81.287,81.991,86.589,76.318,85.072,85.389,58.441,84.249,84.017,83.611,88.006,86.383,92.118,93.963,88.471,95.922,84.543,79.648,97.379,83.610,72.820,114.641,67.263,59.156,111.704,111.704,85.836
200906,Jun-09,88.069,88.469,89.187,89.690,90.593,80.594,99.167,85.008,82.814,94.933,79.079,93.066,83.181,85.196,82.883,72.695,87.951,82.288,87.500,96.319,63.360,96.033,94.654,94.728,98.196,86.623,105.395,89.965,85.974,93.587,89.382,84.621,96.825,85.088,86.043,83.732,80.331,78.454,79.674,96.871,86.783,95.095,89.573,92.214,93.455,89.308,93.449,94.305,93.440,100.917,88.996,78.053,87.631,90.632,87.843,84.911,92.599,90.805,95.600,89.713,91.846,87.305,73.906,84.612,96.944,92.780,90.609,107.497,87.529,90.648,91.309,85.146,88.507,67.433,74.352,83.047,64.225,82.595,83.573,63.000,84.780,96.817,155.013,159.796,307.711,177.310,103.199,92.052,84.962,84.962,100.975,109.507,100.721,93.708,84.715,81.238,80.951,81.409,81.422,84.750,76.389,84.773,85.746,58.441,84.349,84.126,83.728,88.041,86.421,91.996,94.755,88.416,97.068,84.756,79.901,97.494,84.008,69.219,101.086,67.263,58.259,111.368,111.368,85.956
200907,Jul-09,88.030,88.079,88.671,90.028,90.228,81.898,99.408,84.619,78.502,92.967,80.126,93.009,83.666,86.470,83.094,72.881,88.419,84.478,87.823,95.148,63.366,92.972,91.302,91.222,95.570,86.784,103.986,89.974,86.717,93.495,89.601,85.004,96.824,85.088,86.043,83.732,79.893,78.454,79.330,86.727,86.129,95.095,87.241,87.742,88.967,84.836,91.684,93.321,92.402,100.378,86.934,77.826,87.216,89.997,87.693,85.531,92.221,90.294,95.409,89.824,91.917,87.453,75.713,86.003,98.339,92.847,90.993,110.684,87.921,90.979,91.941,85.296,88.609,70.482,75.812,83.237,72.059,89.138,83.594,63.000,84.802,96.955,152.780,154.962,291.736,178.266,103.592,92.191,85.404,85.404,101.016,109.539,101.627,92.902,84.908,81.521,81.205,81.707,82.294,87.495,76.746,84.782,86.254,58.441,84.422,84.203,83.775,88.392,86.474,92.331,94.821,88.453,97.146,83.276,79.022,94.508,84.293,71.203,105.884,69.519,59.126,112.453,112.453,86.094
200908,Aug-09,88.314,87.545,88.028,89.093,89.825,82.334,99.456,81.935,77.768,90.661,80.505,91.989,83.888,88.657,82.626,73.178,89.200,83.444,88.963,97.214,63.355,94.161,92.436,92.513,94.633,86.736,105.510,89.943,86.663,93.381,89.800,85.334,96.846,85.088,86.043,83.732,80.125,78.454,79.306,96.560,86.552,95.095,88.523,89.182,90.008,87.561,93.314,95.813,95.186,100.516,87.885,77.704,87.943,91.200,87.837,85.879,92.979,91.547,95.471,89.958,91.974,87.660,75.792,87.336,99.580,93.860,91.465,113.168,88.508,91.320,92.878,85.574,88.724,73.145,75.516,83.408,78.044,103.280,83.540,63.000,84.744,97.141,153.135,154.905,297.993,180.954,102.061,92.380,85.533,85.533,101.041,109.082,102.718,94.047,84.802,81.382,81.239,81.478,82.587,88.915,76.765,84.515,86.873,58.441,84.507,84.334,83.922,88.380,86.251,92.425,94.481,88.826,96.507,84.838,80.565,96.131,84.389,71.386,105.843,69.519,59.446,112.363,112.363,86.008
200909,Sep-09,88.336,86.747,87.213,89.147,88.712,81.358,98.441,82.178,74.472,89.616,81.077,92.480,83.210,86.285,82.540,73.184,89.153,84.921,89.083,95.056,63.395,97.539,95.953,96.240,96.376,86.875,108.125,89.857,86.645,93.229,89.960,85.584,96.886,85.088,86.043,83.732,80.079,78.454,79.306,94.347,86.800,95.095,89.877,91.989,94.316,85.625,93.563,97.025,96.541,100.568,89.708,77.559,87.553,90.378,87.987,86.073,93.402,92.150,95.640,90.065,92.174,87.679,75.820,86.137,100.551,95.190,91.470,115.601,89.597,91.426,94.979,85.668,88.881,66.058,74.819,83.284,59.506,79.255,83.260,63.000,84.442,97.362,150.067,154.114,307.011,175.453,96.252,92.072,85.513,85.513,101.430,109.460,103.152,94.298,85.269,81.957,82.556,81.668,83.613,91.982,76.782,85.086,87.429,59.516,84.509,84.381,83.946,88.650,85.950,92.637,94.041,88.979,95.819,86.261,81.576,98.585,84.651,72.151,105.781,69.519,60.737,112.500,112.500,86.229
200910,Oct-09,88.408,87.657,88.121,89.841,89.301,81.140,99.278,83.452,78.105,90.584,81.194,92.830,84.127,87.783,83.257,73.069,88.885,84.082,89.075,94.861,63.377,97.110,95.344,95.642,95.147,87.030,108.739,89.722,86.783,92.926,90.246,86.069,96.903,85.088,86.043,83.732,80.080,78.174,79.181,100.315,88.561,95.095,89.206,90.303,91.281,88.207,91.558,97.701,97.150,101.789,90.071,77.815,87.866,90.754,88.236,86.417,93.500,91.966,96.139,90.168,92.264,87.794,76.517,86.179,101.115,94.863,91.643,116.916,89.330,91.812,94.359,85.676,88.989,66.118,74.828,83.384,60.383,76.144,84.512,63.000,85.792,97.475,149.011,150.870,301.570,171.040,98.835,92.261,85.455,85.455,101.648,109.914,102.404,94.447,85.446,82.653,82.491,82.759,83.086,89.469,76.200,86.128,87.684,61.479,84.712,84.559,84.140,88.671,86.325,92.186,95.151,88.877,97.435,86.107,81.810,97.469,84.929,73.792,111.000,70.192,61.317,108.087,108.087,86.681
200911,Nov-09,88.590,88.167,88.950,90.111,88.867,81.088,99.162,82.384,87.280,90.257,81.556,91.342,82.422,84.210,82.201,72.624,87.666,83.384,87.956,92.814,63.425,97.683,96.143,96.412,96.777,87.256,108.005,89.682,86.765,92.811,90.547,86.551,96.961,85.088,86.043,83.732,80.167,78.174,79.181,103.140,89.308,95.095,89.975,91.828,93.578,87.298,94.974,97.360,96.777,101.706,90.552,78.783,86.191,87.639,88.348,86.274,92.905,90.735,96.440,90.395,92.580,87.937,76.593,86.716,101.351,92.524,92.235,116.989,90.603,91.563,97.007,85.611,89.040,65.707,74.883,83.404,58.825,76.227,84.262,63.000,85.523,97.664,149.200,151.212,293.925,170.999,100.492,92.215,86.151,86.151,102.466,111.192,101.962,95.532,85.664,82.607,82.381,82.747,81.988,84.316,76.396,86.709,88.123,61.479,84.765,84.723,84.304,88.839,85.641,92.332,95.035,89.135,97.162,87.069,82.566,98.952,85.166,73.933,109.526,70.192,62.102,108.123,108.123,86.762
