index date   ,name,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,FOOD,BREAD & CEREALS,MEAT,FISH,"MILK, CHEESE & EGGS",OILS & FATS,FRUIT,VEGETABLES INCLUDING POTATOES AND TUBERS,"SUGAR, JAM, SYRUPS, CHOCOLATE AND CONFECTIONERY",FOOD PRODUCTS (NEC),NON-ALCOHOLIC BEVERAGES,"COFFEE, TEA & COCOA","MINERAL WATERS, SOFT DRINKS AND JUICES",ALCOHOLIC BEVERAGES AND TOBACCO,ALCOHOLIC BEVERAGES,SPIRITS,WINE,BEER,TOBACCO,CLOTHING AND FOOTWEAR,CLOTHING,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS",ACTUAL RENTALS FOR HOUSING,OOH,REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,WATER SUPPLY,SEWERAGE COLLECTION,"ELECTRICITY, GAS AND OTHER FUELS",ELECTRICITY,GAS,LIQUID FUELS,SOLID FUELS,COUNCIL TAX AND OTHER RATES,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE","FURNITURE, FURNISHINGS & CARPETS",FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,"HOUSEHOLD APPLIANCES, FITTING AND REPAIRS",MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,REPAIR OF HOUSEHOLD APPLIANCES,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,GOODS AND SERVICES FOR ROUTINE MAINTENANCE,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,HEALTH,"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",PHARMACEUTICAL PRODUCTS,OTHER MEDICAL & THERAPEUTIC EQUIPMENT,OUT-PATIENT SERVICES,MEDICAL SERVICES AND PARAMEDICAL SERVICES,DENTAL SERVICES,HOSPITAL SERVICES,TRANSPORT,PURCHASE OF VEHICLES,MOTOR CYCLES AND BICYCLES,NEW CARS,SECOND-HAND CARS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,SPARE PARTS & ACCESSORIES,FUELS & LUBRICANTS,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,TRANSPORT SERVICES,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,PASSENGER TRANSPORT BY AIR,PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,COMMUNICATION,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECREATION & CULTURE,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,DATA PROCESSING EQUIPMENT,RECORDING MEDIA,REPAIR OF AUDIO-VISUAL & RELATED PRODUCTS,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,MAJOR DURABLES FOR IN/OUTDOOR RECREATION,"OTHER RECREATIONAL ITEMS, GARDENS & PETS",GAMES TOYS AND HOBBIES,EQUIPMENT FOR SPORT & OPEN-AIR RECREATION,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND CULTURAL SERVICES,RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,"BOOKS, NEWSPAPERS AND STATIONERY",BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",PACKAGE HOLIDAY,EDUCATION,RESTAURANTS AND HOTELS,CATERING SERVICES,RESTAURANTS & CAFES,CANTEENS,ACCOMMODATION SERVICES,MISCELLANEOUS GOODS AND SERVICES,PERSONAL CARE,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,PERSONAL EFFECTS (NEC),JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,SOCIAL PROTECTION,INSURANCE,HOUSE CONTENTS INSURANCE,HEALTH INSURANCE,TRANSPORT INSURANCE,FINANCIAL SERVICES (NEC),OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC)
198801,Jan-88,46.851,47.901,48.244,50.053,53.741,43.321,48.488,45.461,49.436,53.122,37.708,55.290,45.113,51.268,43.126,27.262,54.270,50.806,51.860,65.694,16.299,191.973,200.293,221.258,100.311,33.953,153.451,38.714,31.135,44.368,39.718,51.025,31.517,21.525,21.168,22.316,29.131,33.084,25.163,32.982,31.613,32.934,68.285,62.115,66.671,51.110,119.687,104.257,122.275,..,81.388,69.357,41.039,56.961,29.814,37.606,51.344,53.642,..,..,..,..,..,40.338,88.070,64.207,..,126.807,29.211,53.239,30.397,24.760,30.367,22.288,27.727,29.430,..,..,96.974,25.432,109.683,73.343,701.234,992.325,2086.334,..,139.696,..,..,..,92.750,151.701,..,73.723,43.622,32.830,29.616,35.038,37.496,42.221,29.129,48.029,..,12.344,32.871,33.114,33.257,30.550,..,45.903,50.538,29.290,62.024,68.737,57.272,96.977,..,22.735,51.859,..,15.745,95.434,95.434,30.016
198802,Feb-88,46.998,48.174,48.501,50.353,53.386,43.670,48.523,45.921,50.905,54.709,37.637,55.152,45.544,51.444,43.727,27.365,54.694,51.108,52.254,66.425,16.319,193.181,201.659,222.922,100.408,34.158,154.142,38.791,31.160,44.502,39.935,51.353,31.640,21.525,21.168,22.316,29.077,33.084,25.163,31.374,31.686,32.934,68.649,62.524,67.034,51.698,121.064,104.482,122.539,..,81.774,69.706,41.243,57.240,29.981,37.662,51.420,53.721,..,..,..,..,..,40.317,87.786,64.306,..,126.363,29.225,54.781,30.111,24.996,30.490,22.407,27.727,29.692,..,..,96.963,25.432,109.669,73.553,699.232,989.685,2081.077,..,139.227,..,..,..,93.270,152.819,..,74.273,43.744,32.843,29.627,35.051,37.872,42.643,29.421,48.509,..,12.348,33.025,33.269,33.412,30.697,..,46.086,50.716,29.473,62.157,68.892,57.401,97.196,..,22.735,51.859,..,15.745,95.491,95.491,30.358
198803,Mar-88,47.202,48.324,48.643,50.311,53.721,43.130,48.551,46.108,50.650,55.269,37.856,55.116,45.779,51.420,44.127,27.433,55.033,51.567,52.462,66.932,16.322,194.760,203.183,224.736,100.740,34.341,155.722,38.993,31.183,44.881,40.037,51.524,31.681,21.525,21.168,22.316,29.029,33.084,25.163,30.139,31.662,32.934,69.179,63.449,68.062,52.345,122.279,104.923,123.056,..,82.138,69.909,41.438,57.468,30.322,38.192,52.143,54.477,..,..,..,..,..,40.559,88.826,64.859,..,127.885,29.285,55.018,30.132,25.124,30.504,22.407,27.727,29.692,..,..,96.968,25.432,109.676,73.580,697.344,983.970,2085.896,..,139.476,..,..,..,93.429,153.024,..,74.676,43.742,32.904,29.682,35.117,37.902,42.677,29.444,48.548,..,12.349,33.115,33.360,33.503,30.784,..,46.108,50.839,29.597,62.253,68.536,57.105,96.694,..,22.735,51.859,..,15.745,95.660,95.660,30.485
198804,Apr-88,47.801,48.592,48.894,50.548,53.736,43.151,48.861,46.249,51.559,55.704,38.021,55.874,46.222,51.497,44.806,27.824,55.658,51.922,53.030,68.229,16.585,195.128,203.510,225.033,100.944,34.583,156.166,39.763,32.915,45.245,40.277,51.670,32.034,23.105,22.493,24.195,29.387,33.653,25.449,30.154,31.660,35.733,69.502,63.858,68.624,52.271,122.613,105.388,123.601,..,82.674,69.708,41.640,57.760,30.408,38.385,52.406,54.752,..,..,..,..,..,41.075,90.192,65.331,..,129.914,29.682,55.216,30.715,25.325,30.623,22.412,27.727,29.704,..,..,96.966,25.432,109.673,74.924,704.844,988.088,2277.109,..,139.029,..,..,..,93.369,153.602,..,74.283,43.636,34.647,31.254,36.976,38.120,42.922,29.613,48.827,..,12.360,33.526,33.773,33.914,31.211,..,46.369,51.226,30.015,62.523,68.551,57.117,96.715,..,22.848,51.859,..,15.902,95.621,95.621,30.795
198805,May-88,48.044,48.714,48.968,50.970,54.186,42.799,48.770,46.346,51.643,54.801,38.065,56.559,46.832,51.364,45.884,27.931,55.867,51.993,53.309,68.470,16.649,197.851,206.996,229.469,100.881,34.726,156.664,40.011,32.975,45.524,40.445,51.888,32.167,23.127,22.536,24.195,29.819,34.553,25.908,30.364,30.189,35.733,69.834,64.219,69.042,52.467,122.948,106.048,124.375,..,83.177,69.929,41.721,57.874,30.464,38.513,52.582,54.935,..,..,..,..,..,41.217,90.684,65.779,..,130.611,29.678,55.210,30.659,25.418,30.690,22.628,27.934,30.031,..,..,96.958,25.432,109.662,75.220,703.984,985.895,2280.364,..,139.002,..,..,..,94.027,153.747,..,75.804,43.876,34.741,31.339,37.077,38.442,43.285,29.864,49.240,..,12.365,33.670,33.919,34.065,31.296,..,46.538,51.388,30.106,62.726,68.656,57.204,96.863,..,22.924,52.066,..,15.945,95.674,95.674,31.078
198806,Jun-88,48.210,48.793,49.004,51.040,54.685,42.942,48.588,46.244,54.255,53.125,38.040,56.659,47.335,52.306,46.143,27.942,55.981,52.085,53.392,68.718,16.639,198.489,207.836,230.491,101.005,34.802,156.718,40.179,33.136,45.610,40.536,51.989,32.253,23.127,22.536,24.195,30.338,35.426,26.366,29.879,29.974,35.733,69.987,64.387,69.271,52.447,123.086,105.908,124.210,..,83.194,70.299,42.048,58.291,30.876,38.608,52.712,55.071,..,..,..,..,..,41.582,91.734,65.926,..,132.196,29.927,55.368,30.956,25.678,30.809,22.645,27.934,30.069,..,..,96.948,25.432,109.649,75.162,700.327,977.916,2259.250,..,139.291,..,..,..,94.236,154.055,..,76.162,43.918,34.741,31.339,37.077,38.455,43.300,29.874,49.256,..,12.377,33.785,34.035,34.185,31.367,..,46.703,51.621,30.234,63.019,68.746,57.279,96.990,..,22.924,52.066,..,15.945,96.600,96.600,31.248
198807,Jul-88,48.233,48.355,48.483,51.199,54.403,42.778,48.586,46.512,54.158,48.895,37.998,57.450,47.730,53.133,46.294,27.941,56.040,52.240,53.440,68.625,16.626,195.092,203.484,224.955,100.822,34.832,156.106,40.351,33.238,45.756,40.845,52.532,32.351,23.127,22.536,24.195,30.670,35.929,26.652,30.285,29.821,35.733,69.900,63.995,68.714,52.572,121.782,104.997,123.143,..,83.591,70.399,42.776,59.377,31.051,38.683,52.814,55.177,..,..,..,..,..,41.829,92.517,65.846,..,133.401,30.023,55.353,31.018,25.906,30.907,22.794,27.934,30.397,..,..,96.938,25.432,109.637,75.262,697.189,968.251,2265.530,..,139.789,..,..,..,94.767,155.917,..,75.650,44.198,34.703,31.305,37.036,38.715,43.592,30.076,49.589,..,12.375,33.887,34.137,34.292,31.406,..,47.195,51.953,30.336,63.522,69.347,57.780,97.839,..,24.017,54.918,..,16.592,96.544,96.544,31.354
198808,Aug-88,48.491,48.583,48.697,51.212,54.712,42.502,49.455,47.122,52.080,49.510,38.097,57.680,48.099,53.161,46.882,27.968,56.091,52.291,53.507,68.618,16.643,195.298,203.338,224.818,100.504,34.935,157.212,40.694,33.221,46.407,40.995,52.726,32.471,23.127,22.536,24.195,30.617,35.929,26.652,29.086,29.735,35.733,70.211,64.138,68.665,53.365,122.140,105.375,123.586,..,84.190,70.784,43.097,59.814,31.324,38.919,53.136,55.514,..,..,..,..,..,41.995,93.261,65.793,..,134.542,30.003,55.440,30.978,25.849,31.014,22.938,27.934,30.715,..,..,96.921,25.432,109.615,75.439,697.368,969.244,2256.037,..,139.840,..,..,..,95.081,156.693,..,75.502,44.404,34.793,31.386,37.133,38.850,43.744,30.181,49.762,..,12.392,34.116,34.368,34.546,31.384,..,47.408,52.170,30.482,63.767,69.592,57.984,98.184,..,24.017,54.918,..,16.592,96.168,96.168,31.712
198809,Sep-88,48.716,48.765,48.866,51.483,54.874,42.837,49.560,47.904,50.993,50.200,38.222,57.273,48.414,53.352,47.283,28.016,56.224,52.336,53.643,68.905,16.665,198.023,206.590,228.781,101.169,35.051,158.323,40.830,33.294,46.605,41.073,52.763,32.596,23.127,22.536,24.195,30.708,35.929,26.652,28.022,31.073,35.733,70.752,64.787,69.332,54.000,122.938,106.280,124.647,..,84.664,70.932,43.403,60.292,31.293,39.014,53.266,55.650,..,..,..,..,..,42.107,93.707,66.195,..,135.176,30.037,55.515,30.912,26.048,31.232,22.949,27.934,30.738,..,..,97.645,26.925,109.631,75.386,690.479,955.232,2235.320,..,139.673,..,..,..,95.242,157.320,..,75.635,44.374,34.926,31.506,37.275,38.922,43.825,30.236,49.854,..,13.117,34.359,34.613,34.790,31.623,..,47.560,52.407,30.695,63.977,69.699,58.073,98.334,..,24.017,54.918,..,16.592,96.428,96.428,31.849
198810,Oct-88,49.045,48.838,48.936,51.609,54.603,42.555,49.834,48.293,50.048,50.880,38.317,57.760,48.521,53.405,47.428,28.115,56.343,52.454,53.778,68.974,16.738,201.946,210.566,233.100,104.027,35.237,161.767,41.280,33.587,47.361,41.209,52.837,32.803,23.127,22.536,24.195,30.744,35.929,26.652,28.339,31.319,35.733,70.942,65.019,69.611,54.091,123.290,106.496,124.900,..,84.515,71.112,43.652,60.619,31.559,39.269,53.614,56.013,..,..,..,..,..,42.203,94.147,67.042,..,135.747,30.029,55.542,30.845,26.109,31.383,23.016,27.934,30.885,..,..,97.621,26.925,109.600,75.670,692.194,956.065,2263.005,..,139.959,..,..,..,95.604,156.812,..,76.894,44.532,34.914,31.495,37.262,39.331,44.286,30.555,50.379,..,13.126,34.555,34.811,34.999,31.698,..,47.719,52.488,30.748,64.070,69.952,58.284,98.692,..,24.298,54.918,..,16.981,96.354,96.354,31.950
198811,Nov-88,49.307,49.205,49.325,51.804,55.325,42.591,50.121,48.951,49.349,52.137,38.352,57.748,48.671,53.435,47.655,28.146,55.669,51.973,53.023,68.219,16.895,203.159,211.989,234.879,104.074,35.343,162.327,41.616,33.669,47.940,41.392,53.065,32.956,23.127,22.536,24.195,30.783,35.929,26.652,28.718,31.578,35.733,71.256,65.405,70.055,54.308,124.105,107.072,125.576,..,84.913,71.763,43.532,60.372,31.852,39.468,53.886,56.298,..,..,..,..,..,42.184,94.031,67.682,..,135.493,30.026,55.751,30.742,26.263,31.424,23.040,27.934,30.938,..,..,97.625,26.925,109.604,75.814,686.992,953.039,2232.545,..,138.037,..,..,..,95.772,157.604,..,76.807,44.538,35.293,31.837,37.667,39.400,44.365,30.608,50.468,..,13.168,34.715,34.971,35.173,31.700,..,48.130,52.965,30.945,64.740,70.207,58.497,99.052,..,24.298,54.918,..,16.981,96.315,96.315,32.664
198812,Dec-88,49.337,49.545,49.685,52.299,55.602,42.890,50.197,49.130,50.011,53.350,38.373,57.810,48.816,53.425,47.898,28.062,55.125,51.546,52.447,67.575,16.916,203.868,212.810,235.775,104.495,35.511,162.680,41.555,33.545,47.824,41.446,53.098,33.034,23.127,22.536,24.195,30.843,35.929,26.652,30.036,31.680,35.733,71.303,65.449,70.083,54.407,124.449,106.911,125.387,..,84.848,71.824,43.691,60.596,31.948,39.488,53.913,56.325,..,..,..,..,..,42.075,93.547,67.867,..,134.732,29.994,55.701,30.672,26.281,31.503,23.069,27.934,31.002,..,..,97.627,26.925,109.608,75.863,687.085,951.729,2247.692,..,138.129,..,..,..,95.904,157.786,..,77.800,44.310,35.330,31.871,37.706,39.398,44.362,30.607,50.465,..,13.170,34.794,35.051,35.247,31.846,..,48.237,53.093,31.042,64.873,70.350,58.615,99.252,..,24.298,54.918,..,16.981,97.217,97.217,32.737
198901,Jan-89,49.530,49.967,50.125,52.682,55.672,43.676,50.940,49.209,51.417,54.019,38.575,57.964,49.073,53.586,48.218,28.350,56.240,52.539,53.660,68.537,16.970,199.563,207.647,229.115,103.613,35.836,161.180,41.772,33.670,48.169,41.596,52.956,33.415,23.233,22.743,24.195,30.865,35.929,26.653,30.070,31.928,35.733,70.921,64.708,69.177,53.966,122.965,105.924,124.230,..,84.423,72.173,43.979,60.813,32.545,40.441,55.214,57.685,..,..,..,..,..,42.394,93.433,67.561,..,134.606,30.195,55.657,30.660,26.871,32.240,24.018,30.409,31.298,..,..,97.581,26.925,109.548,75.969,682.087,941.945,2231.731,..,137.950,..,..,..,96.091,157.198,..,78.501,44.431,35.482,32.007,37.868,39.623,44.615,30.781,50.752,..,13.212,34.981,35.239,35.430,32.101,..,48.900,53.548,31.478,65.235,69.985,58.312,98.739,..,24.940,55.209,..,17.968,98.125,98.125,34.275
198902,Feb-89,49.738,50.106,50.257,53.131,55.315,43.979,51.110,49.553,50.844,54.787,38.725,57.817,49.288,53.563,48.573,28.497,56.858,53.016,54.147,69.737,16.988,201.479,209.744,231.625,104.256,35.969,162.427,41.938,33.694,48.461,41.716,53.157,33.473,23.233,22.743,24.195,30.854,35.929,26.653,29.844,31.922,35.733,71.289,65.205,69.619,54.519,124.021,105.836,124.126,..,84.871,72.508,44.335,61.286,32.851,40.698,55.564,58.051,..,..,..,..,..,42.559,93.131,67.559,..,134.135,30.546,55.696,31.246,26.928,32.264,24.063,30.409,31.395,..,..,97.544,26.925,109.501,76.213,682.000,941.059,2232.884,..,138.139,..,..,..,96.812,157.483,..,78.883,45.049,35.517,32.040,37.906,39.817,44.833,30.932,51.001,..,13.221,35.081,35.340,35.529,32.224,..,49.264,53.868,31.593,65.708,70.330,58.599,99.224,..,24.940,55.209,..,17.968,98.641,98.641,35.028
198903,Mar-89,50.003,50.371,50.527,53.471,55.563,43.718,51.199,49.611,50.746,55.781,38.948,58.029,49.504,53.523,48.941,28.550,57.086,53.263,54.260,70.294,16.993,202.247,210.718,232.703,104.529,36.254,162.531,42.251,33.727,48.993,41.881,53.416,33.568,23.233,22.743,24.195,30.908,35.929,26.653,30.894,32.024,35.733,71.665,65.913,70.489,54.935,124.708,105.858,124.152,..,85.254,72.760,44.571,61.615,33.017,40.742,55.624,58.114,..,..,..,..,..,42.869,93.969,68.139,..,135.346,30.777,55.789,31.555,27.109,32.341,24.071,30.409,31.411,..,..,97.568,26.925,109.532,76.311,680.852,938.930,2230.146,..,138.054,..,..,..,97.149,158.514,..,79.607,44.944,35.540,32.060,37.930,39.925,44.955,31.016,51.140,..,13.220,35.228,35.488,35.675,32.389,..,49.354,54.139,31.726,66.068,70.258,58.539,99.123,..,24.940,55.209,..,17.968,98.561,98.561,34.995
198904,Apr-89,50.497,50.964,51.144,53.968,56.834,43.839,51.260,49.852,51.648,56.679,39.329,58.360,49.880,54.463,49.013,28.666,57.596,53.679,54.740,71.009,17.002,205.844,215.189,238.259,105.174,36.477,163.298,42.601,35.981,48.288,42.446,53.999,34.130,26.659,27.222,26.566,31.230,36.403,26.829,32.568,31.719,39.146,72.042,66.146,70.669,55.236,125.929,106.035,124.360,..,85.678,73.075,45.051,62.350,33.222,41.330,56.428,58.953,..,..,..,..,..,43.695,94.659,68.952,..,136.288,31.895,55.895,33.398,27.308,32.523,24.086,30.409,31.444,..,..,97.629,26.925,109.610,76.819,681.111,938.026,2232.501,..,138.457,..,..,..,97.565,158.837,..,80.140,45.160,36.049,32.519,38.473,40.141,45.198,31.184,51.416,..,13.227,35.419,35.680,35.864,32.620,..,49.895,54.743,32.020,66.872,70.473,58.718,99.427,..,25.122,55.402,..,18.203,99.637,99.637,35.872
198905,May-89,50.866,51.279,51.476,53.958,57.642,43.799,51.554,49.980,53.489,56.438,39.449,58.654,50.052,54.914,49.035,28.717,57.831,53.891,55.045,71.058,17.004,207.132,216.568,239.943,105.281,36.671,164.222,43.025,36.052,48.969,42.564,54.088,34.271,26.256,26.432,26.566,31.501,37.147,27.098,31.589,30.259,39.146,72.348,66.455,71.039,55.432,125.867,106.306,124.677,..,86.043,73.498,45.406,62.895,33.369,41.640,56.851,59.396,..,..,..,..,..,44.125,94.864,69.263,..,136.557,32.423,56.214,34.194,27.489,32.663,24.382,30.409,32.087,..,..,97.594,26.925,109.565,77.471,680.339,936.472,2232.289,..,138.415,..,..,..,97.583,159.000,..,80.243,45.107,36.302,32.747,38.743,41.295,46.498,32.080,52.894,..,13.262,35.572,35.835,36.024,32.709,..,50.037,55.047,32.218,67.221,70.682,58.892,99.721,..,25.122,55.402,..,18.203,99.807,99.807,35.787
198906,Jun-89,51.007,51.443,51.646,54.345,57.995,43.909,51.784,50.273,54.019,55.704,39.594,58.897,50.161,55.054,49.130,28.757,57.999,54.009,55.301,71.021,17.009,207.524,216.910,240.202,105.667,36.885,164.731,43.153,36.173,49.043,42.778,54.453,34.371,26.256,26.432,26.566,31.832,37.862,27.367,30.255,29.896,39.146,72.466,66.468,71.028,55.481,125.996,106.207,124.562,..,86.427,73.602,45.683,63.239,33.657,41.864,57.157,59.715,..,..,..,..,..,44.320,95.316,69.457,..,137.230,32.497,56.678,34.270,27.484,32.705,24.647,30.409,32.662,..,..,97.546,26.925,109.503,77.602,679.497,934.305,2232.289,..,138.505,..,..,..,97.902,159.649,..,80.617,45.187,36.355,32.796,38.800,41.425,46.644,32.181,53.061,..,13.294,35.709,35.973,36.162,32.843,..,50.030,55.208,32.407,67.311,70.680,58.891,99.719,..,25.122,55.402,..,18.203,99.933,99.933,35.456
198907,Jul-89,50.996,51.133,51.286,54.386,58.568,44.091,51.650,51.133,52.956,51.512,39.811,59.897,50.296,55.423,49.137,28.776,58.121,54.115,55.405,71.216,17.003,203.484,211.875,233.496,105.454,37.388,163.914,43.285,36.225,49.165,43.008,54.757,34.547,26.256,26.432,26.566,32.079,38.272,27.533,30.531,29.783,39.146,72.371,66.133,70.625,55.271,124.209,105.963,124.276,..,86.801,74.261,45.855,63.515,33.704,41.969,57.301,59.865,..,..,..,..,..,44.291,95.545,69.982,..,137.500,32.369,56.786,33.813,27.624,33.721,24.669,30.409,32.711,..,..,97.486,26.925,109.427,77.899,678.562,932.412,2228.183,..,138.505,..,..,..,98.384,160.052,..,80.805,45.570,36.594,33.011,39.055,41.595,46.836,32.313,53.279,..,13.318,35.919,36.185,36.373,33.054,..,50.233,55.635,32.678,67.808,70.540,58.774,99.521,..,25.122,55.402,..,18.203,102.803,102.803,35.519
198908,Aug-89,51.139,51.328,51.462,54.333,58.643,44.051,51.735,51.403,50.555,53.592,40.039,60.437,50.675,55.988,49.424,28.796,58.253,54.128,55.546,71.474,16.995,203.512,211.777,233.179,106.473,37.243,164.309,43.509,36.274,49.537,43.134,54.902,34.661,25.947,26.396,25.961,32.182,38.272,27.533,30.220,31.219,39.146,72.662,66.327,70.985,55.195,126.127,105.706,123.974,..,87.531,74.831,45.986,63.675,33.847,42.263,57.701,60.283,..,..,..,..,..,44.004,95.517,70.130,..,137.432,31.899,57.007,32.885,27.758,33.850,24.697,30.409,32.772,..,..,97.523,26.925,109.474,77.979,678.307,931.423,2230.236,..,138.604,..,..,..,98.297,159.013,..,80.948,45.678,36.752,33.153,39.223,41.600,46.841,32.317,53.285,..,13.348,36.244,36.512,36.716,33.167,..,50.308,55.758,32.806,67.894,70.689,58.899,99.732,..,25.203,55.402,..,18.348,102.400,102.400,35.450
198909,Sep-89,51.510,51.704,51.862,54.587,59.624,44.218,52.507,51.538,48.438,54.687,40.060,60.909,50.828,56.091,49.612,28.941,58.458,54.310,55.820,71.501,17.100,207.691,216.627,239.308,107.169,37.252,166.209,43.824,36.342,50.046,43.317,55.142,34.802,25.982,26.465,25.961,32.281,38.272,27.533,32.105,31.444,39.146,72.988,66.767,71.333,55.754,126.260,106.195,124.548,..,88.149,75.009,46.120,63.728,34.227,42.278,57.723,60.306,..,..,..,..,..,44.170,95.855,70.869,..,137.836,32.062,57.096,33.097,27.881,33.927,24.697,30.409,32.772,..,..,99.412,26.925,111.897,78.191,679.271,931.790,2248.335,..,138.897,..,..,..,98.478,159.396,..,81.081,45.745,36.916,33.301,39.398,41.708,46.963,32.401,53.424,..,13.918,36.476,36.745,36.952,33.359,..,50.435,55.919,32.936,68.050,71.108,59.247,100.322,..,25.203,55.402,..,18.348,103.490,103.490,35.353
198910,Oct-89,51.900,52.259,52.466,54.715,60.303,44.662,54.600,51.507,48.250,55.472,40.249,60.992,50.946,56.295,49.685,29.195,58.640,54.354,56.085,71.604,17.321,210.218,219.177,242.060,108.897,37.572,168.487,44.150,36.626,50.516,43.611,55.526,35.030,25.982,26.465,25.961,32.409,38.272,27.535,34.623,31.695,39.146,73.418,67.289,71.805,56.325,127.154,106.534,124.946,..,88.685,75.565,46.348,64.134,34.201,42.517,58.048,60.646,..,..,..,..,..,44.294,95.809,72.059,..,137.567,32.260,57.254,33.352,28.025,34.027,24.750,30.409,32.886,..,..,100.877,28.481,112.873,78.653,681.616,931.508,2234.990,..,140.662,..,..,..,98.708,160.105,..,81.379,45.735,36.995,33.373,39.483,42.407,47.750,32.945,54.319,..,13.933,36.777,37.049,37.255,33.671,..,50.691,56.368,33.149,68.656,71.291,59.400,100.581,..,25.412,55.656,..,18.599,103.640,103.640,35.290
198911,Nov-89,52.093,52.777,53.046,55.040,60.795,44.534,54.959,52.188,49.380,57.554,40.333,61.064,50.900,56.448,49.525,29.168,58.212,53.929,55.739,70.929,17.384,211.519,220.706,243.833,109.497,37.730,169.020,44.262,36.699,50.645,43.744,55.710,35.125,25.982,26.465,25.961,32.552,38.272,27.535,36.916,32.250,39.146,73.700,67.482,72.044,56.433,127.615,106.873,125.343,..,88.884,75.814,46.700,64.671,34.354,42.637,58.212,60.818,..,..,..,..,..,44.143,95.227,72.263,..,136.625,32.170,57.245,33.177,28.061,34.044,24.835,30.409,33.071,..,..,101.630,28.481,113.839,79.320,684.109,935.935,2256.124,..,140.718,..,..,..,98.884,160.059,..,82.510,45.579,37.489,33.818,40.009,42.986,48.402,33.394,55.060,..,14.020,36.905,37.178,37.388,33.738,..,51.016,56.666,33.292,69.056,71.489,59.565,100.860,..,25.412,55.656,..,18.599,104.261,104.261,36.012
198912,Dec-89,52.183,53.233,53.529,55.498,61.131,44.150,54.859,52.685,51.022,59.644,40.226,60.840,51.109,57.205,49.433,29.059,57.739,53.426,55.183,70.748,17.375,211.362,220.410,243.524,109.101,37.782,169.281,44.391,36.757,50.817,43.900,55.806,35.332,25.982,26.465,25.961,32.654,38.272,27.535,38.958,32.437,39.146,73.846,67.783,72.438,56.572,127.737,106.899,125.374,..,89.017,76.038,46.744,64.690,34.475,42.639,58.215,60.820,..,..,..,..,..,43.774,93.812,72.341,..,134.404,32.027,57.346,32.893,28.060,34.178,24.835,30.409,33.071,..,..,101.790,28.481,114.044,79.409,682.665,933.156,2248.000,..,140.698,..,..,..,99.424,160.397,..,83.438,45.803,37.461,33.793,39.980,43.076,48.504,33.464,55.176,..,14.067,37.071,37.345,37.555,33.910,..,51.194,57.185,33.396,69.914,71.524,59.594,100.910,..,25.412,55.656,..,18.599,103.725,103.725,35.867
